timestamp,turbine_id,wind_speed,wind_direction,power_output
2022-03-03 17:00:00,42,12.3,345,1.62
2022-03-03 18:00:00,42,9.8,301,4.1
2022-03-03 19:00:00,42,13.8,217,3.24
2022-03-03 20:00:00,42,9.4,140,2.82
2022-03-03 21:00:00,42,14.9,103,3.68
2022-03-03 22:00:00,42,13.6,209,2.96
2022-03-03 23:00:00,42,10.2,110,4.12
2022-03-04 00:00:00,42,9.0,103,4.2
2022-03-04 01:00:00,42,13.9,315,2.77
2022-03-04 02:00:00,42,13.2,170,2.33
2022-03-04 03:00:00,42,-3.2,355,3.28
2022-03-04 04:00:00,42,13.6,323,4.24
2022-03-04 05:00:00,42,9.4,132,2.13
2022-03-04 06:00:00,42,11.2,292,3.37
2022-03-04 07:00:00,42,9.7,327,3.39
2022-03-04 08:00:00,42,14.2,126,3.7
2022-03-04 09:00:00,42,12.7,105,1.89
2022-03-04 10:00:00,42,11.0,91,3.65
2022-03-04 11:00:00,42,9.4,286,4.23
2022-03-04 12:00:00,42,10.9,50,2.04
2022-03-04 13:00:00,42,11.0,28,2.21
2022-03-04 14:00:00,42,13.4,295,4.41
2022-03-04 15:00:00,42,12.8,296,2.04
2022-03-04 16:00:00,42,14.3,213,4.06
2022-03-04 17:00:00,42,11.8,266,2.98
2022-03-04 18:00:00,42,9.7,256,2.24
2022-03-04 19:00:00,42,13.3,301,4.11
2022-03-04 20:00:00,42,13.6,100,2.84
2022-03-04 21:00:00,42,12.4,345,3.04
2022-03-04 22:00:00,42,13.6,109,2.58
2022-03-04 23:00:00,42,12.0,181,3.28
2022-03-05 00:00:00,42,12.1,312,1.99
2022-03-05 01:00:00,42,11.6,0,2.67
2022-03-05 02:00:00,42,9.2,318,4.41
2022-03-05 03:00:00,42,9.6,54,2.27
2022-03-05 04:00:00,42,9.2,148,3.47
2022-03-05 05:00:00,42,12.8,308,2.48
2022-03-05 06:00:00,42,10.9,136,3.82
2022-03-05 07:00:00,42,12.1,201,1.89
2022-03-05 08:00:00,42,14.4,312,4.41
2022-03-05 09:00:00,42,10.5,116,2.86
2022-03-05 10:00:00,42,11.5,153,2.21
2022-03-05 11:00:00,42,13.5,290,1.72
2022-03-05 12:00:00,42,10.4,62,2.01
2022-03-05 13:00:00,42,9.5,243,3.06
2022-03-05 14:00:00,42,10.7,24,2.51
2022-03-05 15:00:00,42,10.0,89,3.99
2022-03-05 16:00:00,42,14.6,74,2.79
2022-03-05 17:00:00,42,13.8,293,2.25
2022-03-05 18:00:00,42,12.8,209,3.35
2022-03-05 19:00:00,42,14.2,346,3.62
2022-03-05 20:00:00,42,13.8,16,2.0
2022-03-05 21:00:00,42,10.1,127,2.0
2022-03-05 22:00:00,42,14.4,250,1.61
2022-03-05 23:00:00,42,12.2,178,3.71
2022-03-06 00:00:00,42,150.0,181,3.49
2022-03-06 01:00:00,42,14.4,151,2.92
2022-03-06 02:00:00,42,10.9,24,4.03
2022-03-06 03:00:00,42,9.7,179,3.92
2022-03-06 04:00:00,42,10.4,197,3.26
2022-03-06 05:00:00,42,11.6,343,4.1
2022-03-06 06:00:00,42,13.9,160,2.12
2022-03-06 07:00:00,42,14.2,176,1.84
2022-03-06 08:00:00,42,9.0,284,2.31
2022-03-06 09:00:00,42,12.1,62,1.67
2022-03-06 10:00:00,42,11.5,149,3.09
2022-03-06 11:00:00,42,10.3,153,4.31
2022-03-06 12:00:00,42,9.7,155,1.62
2022-03-06 13:00:00,42,11.0,48,1.87
2022-03-06 14:00:00,42,14.7,336,2.86
2022-03-06 15:00:00,42,10.9,83,4.3
2022-03-06 16:00:00,42,12.1,176,2.45
2022-03-06 17:00:00,42,13.2,147,3.02
2022-03-06 18:00:00,42,11.2,117,1.62
2022-03-06 19:00:00,42,14.8,341,1.95
2022-03-06 20:00:00,42,14.8,62,4.46
2022-03-06 21:00:00,42,10.5,188,4.4
2022-03-06 22:00:00,42,12.0,359,1.51
2022-03-06 23:00:00,42,10.8,48,4.36
2022-03-07 00:00:00,42,10.7,326,3.42
2022-03-07 01:00:00,42,9.2,256,4.1
2022-03-07 02:00:00,42,12.7,223,2.86
2022-03-07 03:00:00,42,12.0,140,3.05
2022-03-07 04:00:00,42,9.3,214,2.97
2022-03-07 05:00:00,42,10.7,210,3.5
2022-03-07 06:00:00,42,14.4,400,1.92
2022-03-07 07:00:00,42,10.4,-15,1.59
2022-03-07 08:00:00,42,9.9,157,2.42
2022-03-07 09:00:00,42,11.9,284,3.61
2022-03-07 10:00:00,42,14.9,304,2.11
2022-03-07 11:00:00,42,10.5,285,3.52
2022-03-07 12:00:00,42,13.0,143,4.41
2022-03-07 13:00:00,42,13.6,18,1.78
2022-03-07 14:00:00,42,10.4,17,3.52
2022-03-07 15:00:00,42,13.4,256,2.83
2022-03-07 16:00:00,42,11.2,77,4.1
2022-03-07 17:00:00,42,12.8,174,2.03
2022-03-07 18:00:00,42,12.8,193,3.58
2022-03-07 19:00:00,42,12.2,112,4.01
2022-03-07 20:00:00,42,9.5,113,4.33
2022-03-07 21:00:00,42,14.0,221,3.55
2022-03-07 22:00:00,42,10.9,165,2.99
2022-03-07 23:00:00,42,10.1,318,3.35
2022-03-08 00:00:00,42,9.2,131,4.11
2022-03-08 01:00:00,42,12.5,263,3.21
2022-03-08 02:00:00,42,13.1,54,1.59
2022-03-08 03:00:00,42,9.1,358,4.29
2022-03-08 04:00:00,42,12.1,130,3.57
2022-03-08 05:00:00,42,10.4,287,3.53
2022-03-08 06:00:00,42,12.9,265,2.15
2022-03-08 07:00:00,42,10.0,161,3.48
2022-03-08 08:00:00,42,13.1,86,2.68
2022-03-08 09:00:00,42,11.3,54,3.45
2022-03-08 10:00:00,42,14.6,287,1.82
2022-03-08 11:00:00,42,9.8,177,3.47
2022-03-08 12:00:00,42,11.0,348,4.5
2022-03-08 13:00:00,42,9.7,7,1.64
2022-03-08 14:00:00,42,14.5,320,4.43
2022-03-08 15:00:00,42,14.3,312,2.72
2022-03-08 16:00:00,42,10.5,246,4.11
2022-03-08 17:00:00,42,13.0,322,3.85
2022-03-08 18:00:00,42,13.9,254,3.2
2022-03-08 19:00:00,42,12.3,327,3.72
2022-03-08 20:00:00,42,12.2,53,4.14
2022-03-08 21:00:00,42,10.5,248,2.71
2022-03-08 22:00:00,42,9.6,238,2.48
2022-03-08 23:00:00,42,14.4,228,3.5
2022-03-09 00:00:00,42,14.4,66,3.92
2022-03-09 01:00:00,42,12.8,50,3.79
2022-03-09 02:00:00,42,11.0,96,3.89
2022-03-09 03:00:00,42,11.1,91,2.81
2022-03-09 04:00:00,42,13.4,263,3.95
2022-03-09 05:00:00,42,14.4,290,1.86
2022-03-09 06:00:00,42,14.3,95,3.13
2022-03-09 07:00:00,42,13.7,87,1.52
2022-03-09 08:00:00,42,12.9,77,-1.19
2022-03-09 09:00:00,42,9.5,287,2.6
2022-03-09 10:00:00,42,10.0,119,2.69
2022-03-09 11:00:00,42,14.4,301,3.59
2022-03-09 12:00:00,42,12.6,164,2.67
2022-03-09 13:00:00,42,9.1,181,2.85
2022-03-09 14:00:00,42,9.6,222,2.21
2022-03-09 15:00:00,42,13.0,310,2.62
2022-03-09 16:00:00,42,9.0,6,2.18
2022-03-09 17:00:00,42,10.0,329,1.72
2022-03-09 18:00:00,42,12.3,262,3.31
2022-03-09 19:00:00,42,13.2,160,3.5
2022-03-09 20:00:00,42,12.9,150,3.36
2022-03-09 21:00:00,42,10.3,84,2.89
2022-03-09 22:00:00,42,13.3,146,2.64
2022-03-09 23:00:00,42,10.4,111,4.09
2022-03-10 00:00:00,42,11.0,35,3.06
2022-03-10 01:00:00,42,13.5,284,2.94
2022-03-10 02:00:00,42,12.9,187,1.58
2022-03-10 03:00:00,42,14.1,81,2.52
2022-03-10 04:00:00,42,12.9,1,2.64
2022-03-10 05:00:00,42,12.4,302,2.7
2022-03-10 06:00:00,42,9.6,196,3.24
2022-03-10 07:00:00,42,11.2,10,3.1
2022-03-10 08:00:00,42,10.6,233,3.32
2022-03-10 09:00:00,42,10.5,194,3.79
2022-03-10 10:00:00,42,14.8,118,3.94
2022-03-10 11:00:00,42,11.4,19,3.65
2022-03-10 12:00:00,42,14.4,260,4.37
2022-03-10 13:00:00,42,12.8,292,1.55
2022-03-10 14:00:00,42,13.8,255,2.09
2022-03-10 15:00:00,42,12.0,221,1.52
2022-03-10 16:00:00,42,12.5,225,3.44
2022-03-10 17:00:00,42,12.0,52,4.19
2022-03-10 18:00:00,42,10.2,354,2.23
2022-03-10 19:00:00,42,13.3,341,4.28
2022-03-10 20:00:00,42,10.7,279,1.68
2022-03-10 21:00:00,42,9.1,80,4.3
2022-03-10 22:00:00,42,12.9,201,2.55
2022-03-10 23:00:00,42,10.1,157,1.8
2022-03-11 00:00:00,42,14.6,119,2.96
2022-03-11 01:00:00,42,14.7,58,2.27
2022-03-11 02:00:00,42,14.5,214,2.35
2022-03-11 03:00:00,42,11.2,127,2.42
2022-03-11 04:00:00,42,9.1,223,3.91
2022-03-11 05:00:00,42,14.6,208,3.12
2022-03-11 06:00:00,42,11.6,114,2.43
2022-03-11 07:00:00,42,14.8,208,3.33
2022-03-11 08:00:00,42,14.8,13,3.65
2022-03-11 09:00:00,42,14.1,8,2.32
2022-03-11 10:00:00,42,10.8,39,2.74
2022-03-11 11:00:00,42,11.3,236,1.87
2022-03-11 12:00:00,42,14.1,280,2.04
2022-03-11 13:00:00,42,10.9,358,3.54
2022-03-11 14:00:00,42,10.0,200,2.04
2022-03-11 15:00:00,42,12.3,245,3.08
2022-03-11 16:00:00,42,14.6,277,3.63
2022-03-11 17:00:00,42,13.2,234,1.82
2022-03-11 18:00:00,42,12.4,3,3.2
2022-03-11 19:00:00,42,9.6,153,2.27
2022-03-11 20:00:00,42,12.7,28,4.39
2022-03-11 21:00:00,42,14.9,108,2.95
2022-03-11 22:00:00,42,9.8,97,3.92
2022-03-11 23:00:00,42,12.1,214,3.15
2022-03-12 00:00:00,42,14.3,292,1.63
2022-03-12 01:00:00,42,13.4,74,3.4
2022-03-12 02:00:00,42,13.2,325,4.35
2022-03-12 03:00:00,42,13.2,145,3.3
2022-03-12 04:00:00,42,11.2,127,3.96
2022-03-12 05:00:00,42,10.8,340,4.15
2022-03-12 06:00:00,42,13.9,41,2.18
2022-03-12 07:00:00,42,13.9,355,2.14
2022-03-12 08:00:00,42,14.2,40,3.33
2022-03-12 09:00:00,42,14.5,33,2.73
2022-03-12 10:00:00,42,12.1,16,4.02
2022-03-12 11:00:00,42,12.0,164,4.2
2022-03-12 12:00:00,42,13.8,152,2.56
2022-03-12 13:00:00,42,12.9,75,2.21
2022-03-12 14:00:00,42,13.2,86,3.84
2022-03-12 15:00:00,42,13.8,116,2.32
2022-03-12 16:00:00,42,14.3,341,3.97
2022-03-12 17:00:00,42,11.0,26,2.77
2022-03-12 18:00:00,42,11.3,312,3.5
2022-03-12 19:00:00,42,9.6,286,1.79
2022-03-12 20:00:00,42,12.5,133,3.37
2022-03-12 21:00:00,42,9.2,218,2.86
2022-03-12 22:00:00,42,11.8,167,3.26
2022-03-12 23:00:00,42,12.3,97,2.0
2022-03-13 00:00:00,42,10.7,267,3.71
2022-03-13 01:00:00,42,12.5,236,4.09
2022-03-13 02:00:00,42,9.2,308,2.15
2022-03-13 03:00:00,42,9.2,172,1.79
2022-03-13 04:00:00,42,13.9,189,1.57
2022-03-13 05:00:00,42,11.2,121,3.43
2022-03-13 06:00:00,42,9.8,45,3.32
2022-03-13 07:00:00,42,12.1,63,3.14
2022-03-13 08:00:00,42,13.6,129,2.2
2022-03-13 09:00:00,42,10.3,309,2.67
2022-03-13 10:00:00,42,12.7,192,3.28
2022-03-13 11:00:00,42,9.5,306,2.99
2022-03-13 12:00:00,42,NaN,180,4.46
2022-03-13 13:00:00,42,12.2,291,1.91
2022-03-13 14:00:00,42,12.2,281,3.59
2022-03-13 15:00:00,42,12.8,28,2.71
2022-03-13 16:00:00,42,13.4,148,2.78
2022-03-13 17:00:00,42,14.9,266,3.65
2022-03-13 18:00:00,42,12.1,295,3.58
2022-03-13 19:00:00,42,10.9,10,4.47
2022-03-13 20:00:00,42,13.8,163,1.89
2022-03-13 21:00:00,42,10.6,112,1.81
2022-03-13 22:00:00,42,,186,3.67
2022-03-13 23:00:00,42,9.5,294,3.24
2022-03-14 00:00:00,42,9.2,231,2.32
2022-03-14 01:00:00,42,14.8,226,1.74
2022-03-14 02:00:00,42,14.0,309,1.76
2022-03-14 03:00:00,42,13.2,97,4.18
2022-03-14 04:00:00,42,11.5,54,2.08
2022-03-14 05:00:00,42,10.0,110,2.47
2022-03-14 06:00:00,42,9.9,151,2.18
2022-03-14 07:00:00,42,10.5,245,2.56
2022-03-14 08:00:00,42,12.3,68,1.71
2022-03-14 09:00:00,42,13.3,311,3.06
2022-03-14 10:00:00,42,13.0,288,1.7
2022-03-14 11:00:00,42,10.7,249,3.9
2022-03-14 12:00:00,42,14.7,35,2.2
2022-03-14 13:00:00,42,13.4,238,3.12
2022-03-14 14:00:00,42,12.3,147,4.14
2022-03-14 15:00:00,42,12.7,226,3.45
2022-03-14 16:00:00,42,11.5,243,3.1
2022-03-14 17:00:00,42,10.5,336,2.47
2022-03-14 18:00:00,42,11.1,200,2.5
2022-03-14 19:00:00,42,13.5,153,3.51
2022-03-14 20:00:00,42,9.1,72,4.48
2022-03-14 21:00:00,42,9.7,200,3.49
2022-03-14 22:00:00,42,9.3,295,3.17
2022-03-14 23:00:00,42,9.2,16,3.69
2022-03-15 00:00:00,42,14.1,128,2.9
2022-03-15 01:00:00,42,13.2,216,1.68
2022-03-15 02:00:00,42,11.8,60,3.19
2022-03-15 03:00:00,42,9.6,103,4.37
2022-03-15 04:00:00,42,11.9,41,2.03
2022-03-15 05:00:00,42,11.8,24,3.57
2022-03-15 06:00:00,42,10.0,38,2.1
2022-03-15 07:00:00,42,11.6,290,3.11
2022-03-15 08:00:00,42,11.4,130,1.79
2022-03-15 09:00:00,42,12.7,228,2.85
2022-03-15 10:00:00,42,12.8,107,3.77
2022-03-15 11:00:00,42,9.3,171,2.54
2022-03-15 12:00:00,42,11.2,101,3.49
2022-03-15 13:00:00,42,12.8,353,3.89
2022-03-15 14:00:00,42,12.0,11,4.28
2022-03-15 15:00:00,42,14.1,274,2.2
2022-03-15 16:00:00,42,13.0,100,2.7
2022-03-15 17:00:00,42,10.0,43,1.96
2022-03-15 18:00:00,42,9.4,304,4.48
2022-03-15 19:00:00,42,12.9,16,4.28
2022-03-15 20:00:00,42,9.2,329,3.12
2022-03-15 21:00:00,42,12.5,56,4.03
2022-03-15 22:00:00,42,14.6,310,3.06
2022-03-15 23:00:00,42,12.5,302,3.37
2022-03-16 00:00:00,42,11.3,11,1.77
2022-03-16 01:00:00,42,12.9,317,3.77
2022-03-16 02:00:00,42,11.7,79,1.88
2022-03-16 03:00:00,42,12.3,215,3.98
2022-03-16 04:00:00,42,14.6,338,3.85
2022-03-16 05:00:00,42,11.3,263,3.63
2022-03-16 06:00:00,42,14.8,148,1.61
2022-03-16 07:00:00,42,14.4,80,2.41
2022-03-16 08:00:00,42,10.2,214,2.29
2022-03-16 09:00:00,42,9.4,197,2.58
2022-03-16 10:00:00,42,9.6,199,1.76
2022-03-16 11:00:00,42,9.1,24,4.31
2022-03-16 12:00:00,42,9.6,88,3.16
2022-03-16 13:00:00,42,13.1,267,2.42
2022-03-16 14:00:00,42,9.4,142,2.69
2022-03-16 15:00:00,42,10.9,58,2.84
2022-03-16 16:00:00,42,14.1,25,3.3
2022-03-16 17:00:00,42,9.1,46,3.05
2022-03-16 18:00:00,42,13.9,287,4.26
2022-03-16 19:00:00,42,10.7,265,2.99
2022-03-16 20:00:00,42,9.7,15,4.48
2022-03-16 21:00:00,42,13.2,198,4.05
2022-03-16 22:00:00,42,12.8,281,2.13
2022-03-16 23:00:00,42,14.3,85,4.29
2022-03-17 00:00:00,42,13.4,249,1.85
2022-03-17 01:00:00,42,13.8,269,3.95
2022-03-17 02:00:00,42,10.7,334,2.64
2022-03-17 03:00:00,42,10.1,116,4.13
2022-03-17 04:00:00,42,13.5,6,4.1
2022-03-17 05:00:00,42,13.8,136,3.92
2022-03-17 06:00:00,42,14.9,175,3.87
2022-03-17 07:00:00,42,11.5,327,2.41
2022-03-17 08:00:00,42,11.2,314,1.74
2022-03-17 09:00:00,42,13.7,214,2.71
2022-03-17 10:00:00,42,11.0,81,2.02
2022-03-17 11:00:00,42,14.6,222,3.58
2022-03-17 12:00:00,42,14.2,102,2.54
2022-03-17 13:00:00,42,11.6,272,4.43
2022-03-17 14:00:00,42,13.5,13,3.42
2022-03-17 15:00:00,42,13.5,158,3.97
2022-03-17 16:00:00,42,9.6,,1.9
2022-03-17 17:00:00,42,14.4,107,4.09
2022-03-17 18:00:00,42,12.0,187,4.27
2022-03-17 19:00:00,42,14.0,300,2.96
2022-03-17 20:00:00,42,10.9,97,3.32
2022-03-17 21:00:00,42,14.4,130,3.79
2022-03-17 22:00:00,42,11.3,292,2.02
2022-03-17 23:00:00,42,9.1,170,3.01
2022-03-18 00:00:00,42,14.4,182,2.7
2022-03-18 01:00:00,42,9.5,38,1.94
2022-03-18 02:00:00,42,10.9,14,2.6
2022-03-18 03:00:00,42,14.7,3,1.7
2022-03-18 04:00:00,42,14.7,348,1.58
2022-03-18 05:00:00,42,12.4,209,1.91
2022-03-18 06:00:00,42,12.8,160,4.39
2022-03-18 07:00:00,42,11.7,15,3.15
2022-03-18 08:00:00,42,10.8,107,4.4
2022-03-18 09:00:00,42,11.0,310,2.8
2022-03-18 10:00:00,42,13.0,226,2.44
2022-03-18 11:00:00,42,13.5,169,3.02
2022-03-18 12:00:00,42,13.7,33,2.82
2022-03-18 13:00:00,42,13.7,250,1.82
2022-03-18 14:00:00,42,9.5,246,3.42
2022-03-18 15:00:00,42,12.0,268,2.15
2022-03-18 16:00:00,42,9.3,140,3.36
2022-03-18 17:00:00,42,12.3,273,3.45
2022-03-18 18:00:00,42,11.6,95,1.96
2022-03-18 19:00:00,42,14.3,226,1.68
2022-03-18 20:00:00,42,11.1,38,3.84
2022-03-18 21:00:00,42,9.7,301,2.88
2022-03-18 22:00:00,42,9.9,28,1.67
2022-03-18 23:00:00,42,13.6,317,4.48
2022-03-19 00:00:00,42,12.7,244,1.67
2022-03-19 01:00:00,42,9.6,235,3.59
2022-03-19 02:00:00,42,9.5,184,4.45
2022-03-19 03:00:00,42,13.2,271,2.22
2022-03-19 04:00:00,42,9.4,235,1.93
2022-03-19 05:00:00,42,13.9,238,1.86
2022-03-19 06:00:00,42,13.2,265,2.41
2022-03-19 07:00:00,42,9.5,358,1.8
2022-03-19 08:00:00,42,9.5,339,3.58
2022-03-19 09:00:00,42,14.9,64,1.69
2022-03-19 10:00:00,42,11.2,176,3.03
2022-03-19 11:00:00,42,11.2,2,4.49
2022-03-19 12:00:00,42,13.9,141,3.94
2022-03-19 13:00:00,42,14.7,157,3.35
2022-03-19 14:00:00,42,14.9,323,2.42
2022-03-19 15:00:00,42,13.5,145,3.37
2022-03-19 16:00:00,42,11.3,292,3.08
2022-03-19 17:00:00,42,9.5,152,2.78
2022-03-19 18:00:00,42,13.7,192,1.89
2022-03-19 19:00:00,42,12.4,72,4.16
2022-03-19 20:00:00,42,11.5,304,2.85
2022-03-19 21:00:00,42,14.4,343,2.08
2022-03-19 22:00:00,42,9.7,139,2.6
2022-03-19 23:00:00,42,12.0,186,2.74
2022-03-20 00:00:00,42,9.1,292,3.98
2022-03-20 01:00:00,42,11.8,60,3.7
2022-03-20 02:00:00,42,9.3,197,3.81
2022-03-20 03:00:00,42,9.7,294,1.53
2022-03-20 04:00:00,42,9.7,318,2.75
2022-03-20 05:00:00,42,12.9,301,2.94
2022-03-20 06:00:00,42,13.5,343,1.56
2022-03-20 07:00:00,42,12.5,10,2.28
2022-03-20 08:00:00,42,14.8,61,3.78
2022-03-20 09:00:00,42,11.2,332,1.91
2022-03-20 10:00:00,42,10.7,225,3.11
2022-03-20 11:00:00,42,14.2,152,2.15
2022-03-20 12:00:00,42,10.3,198,1.54
2022-03-20 13:00:00,42,14.8,51,2.22
2022-03-20 14:00:00,42,9.1,259,4.43
2022-03-20 15:00:00,42,14.8,58,3.9
2022-03-20 16:00:00,42,9.3,71,4.38
2022-03-20 17:00:00,42,14.3,147,2.96
2022-03-20 18:00:00,42,12.2,348,1.83
2022-03-20 19:00:00,42,15.0,62,3.14
2022-03-20 20:00:00,42,9.4,309,2.86
2022-03-20 21:00:00,42,12.3,242,4.03
2022-03-20 22:00:00,42,14.8,329,1.79
2022-03-20 23:00:00,42,12.1,106,2.96
2022-03-21 00:00:00,42,12.8,225,1.95
2022-03-21 01:00:00,42,13.2,312,2.47
2022-03-21 02:00:00,42,11.7,217,3.71
2022-03-21 03:00:00,42,12.8,240,2.93
2022-03-21 04:00:00,42,12.5,258,2.63
2022-03-21 05:00:00,42,14.4,261,2.68
2022-03-21 06:00:00,42,9.3,4,2.88
2022-03-21 07:00:00,42,10.7,260,3.86
2022-03-21 08:00:00,42,14.7,53,4.18
2022-03-21 09:00:00,42,14.3,46,4.37
2022-03-21 10:00:00,42,11.7,214,3.86
2022-03-21 11:00:00,42,12.7,176,2.45
2022-03-21 12:00:00,42,10.7,8,3.56
2022-03-21 13:00:00,42,10.1,98,2.81
2022-03-21 14:00:00,42,11.8,19,2.26
2022-03-21 15:00:00,42,11.1,240,4.02
2022-03-21 16:00:00,42,12.5,60,1.62
2022-03-21 17:00:00,42,9.5,177,4.21
2022-03-21 18:00:00,42,14.8,337,2.88
2022-03-21 19:00:00,42,14.9,61,3.41
2022-03-21 20:00:00,42,13.2,144,
2022-03-21 21:00:00,42,12.2,215,
2022-03-21 22:00:00,42,10.9,2,3.41
2022-03-21 23:00:00,42,13.9,159,3.34
2022-03-22 00:00:00,42,13.1,226,1.7
2022-03-22 01:00:00,42,10.0,268,3.06
2022-03-22 02:00:00,42,14.5,119,1.95
2022-03-22 03:00:00,42,13.9,88,3.71
2022-03-22 04:00:00,42,14.7,328,3.04
2022-03-22 05:00:00,42,13.4,67,3.54
2022-03-22 06:00:00,42,12.7,356,1.63
2022-03-22 07:00:00,42,11.5,97,1.75
2022-03-22 08:00:00,42,14.6,266,3.65
2022-03-22 09:00:00,42,14.2,104,1.72
2022-03-22 10:00:00,42,9.3,322,1.71
2022-03-22 11:00:00,42,9.2,122,1.54
2022-03-22 12:00:00,42,11.3,28,4.37
2022-03-22 13:00:00,42,13.9,136,3.71
2022-03-22 14:00:00,42,14.9,194,2.56
2022-03-22 15:00:00,42,9.9,225,2.39
2022-03-22 16:00:00,42,12.6,331,2.55
2022-03-22 17:00:00,42,11.3,169,3.82
2022-03-22 18:00:00,42,14.8,8,3.48
2022-03-22 19:00:00,42,14.1,39,2.06
2022-03-22 20:00:00,42,14.0,24,2.02
2022-03-22 21:00:00,42,11.8,260,1.8
2022-03-22 22:00:00,42,11.5,225,3.48
2022-03-22 23:00:00,42,10.6,123,3.79
2022-03-23 00:00:00,42,9.3,37,2.3
2022-03-23 01:00:00,42,14.2,327,1.56
2022-03-23 02:00:00,42,13.9,250,1.75
2022-03-23 03:00:00,42,15.0,175,4.4
2022-03-23 04:00:00,42,15.0,89,2.39
2022-03-23 05:00:00,42,12.3,36,3.81
2022-03-23 06:00:00,42,13.6,315,3.37
2022-03-23 07:00:00,42,14.7,175,2.65
2022-03-23 08:00:00,42,14.1,283,2.12
2022-03-23 09:00:00,42,10.5,80,1.86
2022-03-23 10:00:00,42,11.7,113,3.35
2022-03-23 11:00:00,42,9.8,39,3.82
2022-03-23 12:00:00,42,14.7,300,3.43
2022-03-23 13:00:00,42,12.6,223,3.09
2022-03-23 14:00:00,42,10.4,317,1.63
2022-03-23 15:00:00,42,13.0,348,4.41
2022-03-23 16:00:00,42,12.7,114,3.9
2022-03-23 17:00:00,42,11.1,185,2.38
2022-03-23 18:00:00,42,9.7,322,4.44
2022-03-23 19:00:00,42,13.0,55,3.31
2022-03-23 20:00:00,42,12.1,39,3.25
2022-03-23 21:00:00,42,13.6,353,3.74
2022-03-23 22:00:00,42,12.1,39,3.94
2022-03-23 23:00:00,42,14.1,346,3.47
2022-03-24 00:00:00,42,12.3,236,1.88
2022-03-24 01:00:00,42,12.4,288,2.51
2022-03-24 02:00:00,42,14.3,261,4.28
2022-03-24 03:00:00,42,11.4,215,2.17
2022-03-24 04:00:00,42,9.8,146,2.62
2022-03-24 05:00:00,42,9.2,335,2.8
